ID,Latitude,Longitude,addr:city,addr:housename,addr:housenumber,addr:postcode,addr:street,addr:suburb,brand,brand:wikidata,check_date,contact:phone,designation,internet_access,name,name:en,not:brand:wikidata,opening_hours,opening_hours:signed,operator,phone,service,service:vehicle:car_repair,service:vehicle:painting,shop,survey:date,website,wheelchair
4553219089,6.8469088,79.9968286,Not Specified,Not Specified,Not Specified,Not Specified,Malapalla Road,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Samagi motors,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
4747058361,6.9191254,79.8618212,Union Place,Not Specified,Not Specified,Not Specified,T.B. Jaya Mawatha,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,General Auto Works,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
4853489837,6.9233733,79.8678975,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Stafford Motor's Service centre,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
4874632025,6.7073228,79.9507447,Not Specified,Not Specified,Not Specified,Not Specified,Panadura-Rathnapura,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,AUTO HYBRID PANADURA,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
4965144604,6.9854905,79.8886804,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Toyota Lanka (Accident Repair),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
4976944867,6.9633338,79.8707094,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Drive Green,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
5232731884,6.9038326,79.9502371,Malabe,Not Specified,Not Specified,Not Specified,To Sewana Pedesa (Narrow),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Wasantha Motors,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
5305982324,6.9083239,79.9409448,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Jeyathu Lanka Auto AC,Not Specified,Not Specified,Not Specified,Not Specified,0779133328,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
6048546685,6.9230685,79.8576512,Not Specified,Not Specified,175,Not Specified,Vauxhall Street,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,wlan,Mr Paint,Not Specified,Not Specified,Mo-Sa 08:00-18:00,Not Specified,Me. Gunathilake,+9411230503,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,https://mrpaint.com/,Not Specified
6344273898,6.8733523,79.9373555,Not Specified,Not Specified,351/D,Not Specified,Pannipitiya Road,Thalawathugoda,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,S.N.D. Auto Service,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,+94 71 4554411,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
6351568704,6.9198653,79.8589362,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Autodrome,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
6464257909,6.88728,79.9323638,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,+94 11 2177014;+94 77 3128577,Not Specified,Not Specified,Priyantha Motors,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,repair,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,limited
6562564562,6.8599716,79.9142108,Not Specified,Not Specified,235,Not Specified,Old Kottawa Road,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,U-Sri Engineers & Lorry Body Builders,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
6615707644,6.7577056,79.8990649,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Sumith Garage,Not Specified,Not Specified,Not Specified,Not Specified,dilshan,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
6615719505,6.974806,79.8764931,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,New Smart Service Center,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
6615733788,6.754217,79.8995201,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Auto Hafeel,Not Specified,Not Specified,Not Specified,Not Specified,dilshan,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
6615733819,6.7521141,79.9085433,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Saman Auto Service,Not Specified,Not Specified,Not Specified,Not Specified,dilshan,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
6615744995,6.8462641,79.91668,Maharagama,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Mahesh Motors,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
6615745057,6.8424532,79.9183283,Maharagama,Not Specified,206 A,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Luck Mithuro Organization,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
6615745063,6.842604,79.9167612,Maharagama,Not Specified,26,Not Specified,Katuwawela Gardens,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Hi- Tec Auto Engineers,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
6615745065,6.8430961,79.9158767,Maharagama,Not Specified,262,Not Specified,Dehiwala Rd,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Royal Cabs & Rent a Car,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
6626986791,6.8976724,79.9061145,Sri Jayawardenepura Kotte,Not Specified,762,Not Specified,maln road athul kotte,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Ref Engineers,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
6630965171,6.8889114,79.9009537,Sri Jayawardenepura Kotte,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Leo's Paw Engineering,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
6631008173,6.8762743,79.8923625,Jayawardhanapura Kotte,Not Specified,Not Specified,Not Specified,EthulKotte,Not Specified,Toyota,Q53268,Not Specified,Not Specified,Not Specified,Not Specified,Toyota Genuine Parts,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
6631008178,6.8759713,79.8907379,Jayawardhanapura Kotte,Not Specified,B307,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Dunlop,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
6632922950,6.8819423,79.8993467,nugegoda,Not Specified,13/3,Not Specified,Sri Nagavihara Road,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Sehandu Motors,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
6632922978,6.8781339,79.9002161,nugegoda,Not Specified,Not Specified,Not Specified,Kotte Rd,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Magic Auto Touch Car Repaire,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
6822468890,6.8892157,79.8809266,Not Specified,Not Specified,Not Specified,Not Specified,Nawala Road,Not Specified,Renault,Q6686,Not Specified,Not Specified,Not Specified,Not Specified,Renault Service Center,Not Specified,Not Specified,Mo-Su 07:30-17:00,Not Specified,Not Specified,+94 11 2369023,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
7005952381,6.8944013,79.8772754,Not Specified,Not Specified,9D,Not Specified,Sri Vijaya Road,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Sterling After Care,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
7022845594,6.8825403,79.9146871,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,R.D.S. Motor Engineers,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
7093377185,6.8963043,79.858088,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Uber Head Office,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
7324383754,6.8747445,79.9329407,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Auto Miraj,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
7324384294,6.8741335,79.9334582,Not Specified,Not Specified,531A,Not Specified,Temple Road,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Thiwanka Motors,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,+94 75 9793322,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
9125589454,6.7896849,79.9561458,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Janaka Radiator Engineering Company,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,repair,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,yes
9130991089,6.7928137,79.9461733,Kesbewa,Not Specified,No 55,10300,Colombo - Horana Road,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Goldway Motors,Not Specified,Not Specified,Mo-Su 08:30-18:00,Not Specified,Mr.Kumara Chandrathissa,Not Specified,repair,yes,yes,car_repair,Not Specified,Not Specified,Not Specified
9703416566,6.8650415,79.9422549,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Power Tyre & Battery Service,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,+94 77 6096600;+94 71 2753837,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
9787157215,6.895657,79.9234034,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,DP Motors,Not Specified,Not Specified,Not Specified,no,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
12022106194,6.975662,79.8881096,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Volvo,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Audi Colombo - Service Center,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
12023101100,6.9743252,79.8875671,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Eco Emissions Center,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
12023995475,6.9717919,79.8922254,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Garage 161,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
12091187904,6.7946747,79.9126832,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Vehicle Repair Shop,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,Not Specified,Not Specified,Not Specified
12105508718,6.9193724,79.8731924,Not Specified,Not Specified,2,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Universal Battery Works,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,2024-08-12,Not Specified,Not Specified
12107998116,6.9184475,79.8607082,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Toyota,Q53268,Not Specified,Not Specified,Not Specified,Not Specified,Toyota Lanka - Hyde Park,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,car_repair,2024-08-13,Not Specified,Not Specified
